timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685389685045,3,Login,200,OK,Thread Group 1-11,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389685045,2,Login-0,302,Found,Thread Group 1-11,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389685047,1,Login-1,200,OK,Thread Group 1-11,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389685057,2,Main Catalog,200,OK,Thread Group 1-24,text,true,,4832,460,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389685218,3,Sign Out,200,OK,Thread Group 1-4,text,true,,5255,1059,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389685218,1,Sign Out-0,302,Found,Thread Group 1-4,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1685389685219,2,Sign Out-1,200,OK,Thread Group 1-4,text,true,,4922,525,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389685327,2,Sign In,200,OK,Thread Group 1-21,text,true,,3921,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389685444,2,Main Catalog,200,OK,Thread Group 1-25,text,true,,4832,460,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389685685,2,Dogs,200,OK,Thread Group 1-8,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
1685389685704,2,Dogs,200,OK,Thread Group 1-9,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
